Label	Distance	Astro_m1	Astro_m2	Endo_m1	Endo_m2	Inter_m1	Inter_m2	Micro_m1	Micro_m2	Oligo_m1	Oligo_m2	CA1_m1	CA1_m2	SS_m1	SS_m2	All_m1	All_m2
Pon1	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1
Pon2	16	91	0	53	0	10	0	13	0	440	0	61	0	18	0	686	0
1700019G24Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a13	1	0	0	0	0	1	0	1	0	75	11	4	0	4	0	85	11
Dlx6as1	7828	3	2	0	0	216	142	1	0	18	9	2	2	1	1	241	156
Dlx5	1	0	0	1	1	20	17	0	0	1	0	1	2	0	1	23	21
Asns	11	3	0	13	1	367	2	7	0	116	3	991	8	404	1	1901	15
ENSMUST00000161366	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ica1	47	3	0	31	0	149	4	8	0	49	1	616	8	235	1	1091	14
B630005N14Rik	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr85	1202	2	1	7	0	30	2	0	0	94	0	132	14	35	4	300	21
Ppp1r3a	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfec	66	0	0	0	0	0	0	4	2	1	0	0	0	1	0	6	2
ENSMUST00000150251	1	10	0	13	0	0	0	0	0	4	1	7	1	5	0	39	2
Wnt2	1	0	0	1	0	5	2	0	0	1	1	90	18	19	3	116	24
Asz1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2	28	1	2	4	4	9	9	1	0	17	8	101	125	29	8	162	156
Tspan12	338	4	1	22	6	6	1	1	2	10	1	25	0	3	1	71	12
uc009bas.1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3c	11	0	0	1	3	12	9	0	0	7	8	28	10	4	7	52	37
Aass	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Rnf133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cadps2	15	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0
Ndufa5	436	134	0	73	0	798	0	24	0	607	0	2312	0	972	0	4920	0
Wasl	1	3	2	4	0	21	8	2	0	27	9	148	99	18	9	223	127
Tmem229a	1	1	1	0	0	1	0	0	0	43	12	7	0	1	2	53	15
Gpr37	27	1	0	0	0	0	0	0	0	53	53	6	3	1	1	61	57
Pot1a	1	6	0	5	0	14	0	1	0	45	3	41	2	15	0	127	5
Grm8	692	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0
Zfp800	9	6	0	4	0	23	0	1	0	69	0	26	1	6	0	135	1
Gcc1	134	1	0	2	0	2	1	0	0	4	0	4	0	0	0	13	1
Rbm28	273	41	0	39	0	81	0	15	0	302	0	395	0	165	0	1038	0
Impdh1	4006	0	1	2	0	4	1	0	0	1	0	12	0	7	0	26	2
Opn1sw	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcp	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Tnpo3	165	4	3	11	2	34	9	0	0	58	22	154	54	42	19	303	109
Tmem209	1	3	1	3	1	6	2	1	0	32	9	21	5	8	2	74	20
Tsga14	24261	7	0	1	0	7	0	3	0	43	0	54	0	36	0	151	0
ENSMUST00000123757	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc009bfy.1	26	0	0	0	0	1	0	0	0	1	0	5	3	1	0	8	3
Podxl	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0
Plxna4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd3	1	96	7	74	3	172	8	20	1	753	55	634	69	241	21	1990	164
ENSMUST00000155496	159	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Slc35b4	30	3	0	2	0	13	1	2	0	42	4	31	36	16	12	109	53
Wdr91	190	3	1	0	0	8	0	4	0	68	4	30	1	5	0	118	6
Cnot4	1	41	1	53	2	240	14	13	2	323	8	940	67	325	23	1935	117
Fam180a	72	3	0	0	0	0	0	0	0	13	1	1	0	2	0	19	1
Mtpn	43	22	0	17	0	98	7	8	2	116	4	604	15	187	9	1052	37
uc009biz.1	96	89	23	43	6	23	5	9	0	317	129	211	70	192	71	884	304
Ptn	133	268	186	52	100	77	181	8	15	2934	1153	622	875	261	796	4222	3306
Dgki	14	0	0	0	0	0	0	0	0	0	1	5	3	0	0	5	4
Creb3l2	1	0	1	0	0	0	0	0	0	4	3	3	0	0	0	7	4
Svopl	23698	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Atp6v0a4	25	0	0	0	0	0	0	0	0	1	0	3	4	1	0	5	4
D630045J12Rik	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3hav1	251	1	0	2	1	0	0	0	1	0	0	1	0	0	0	4	2
Klrg2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hipk2	284	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1
Parp12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jhdm1d	43	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0
Slc37a3	1	1	0	5	0	11	1	1	0	16	2	71	5	27	0	132	8
Mkrn1	203	2	1	2	0	35	7	1	0	21	10	90	8	42	5	193	31
Dennd2a	359	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Braf	87	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Mrps33	1	45	2	22	1	72	4	14	0	381	5	357	21	193	11	1084	44
Clec5a	2	0	0	0	0	0	1	7	1	3	0	1	0	0	0	11	2
1700074P13Rik	10778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2663	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try5	228826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv5	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kel	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam131b	45	0	0	0	0	1	0	0	0	10	0	7	0	2	0	20	0
Epha1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam115e	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam115c	100	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0
Fam115a	16962	7	5	17	10	116	33	1	0	83	70	324	75	84	33	632	226
Tpk1	9	0	0	9	0	4	0	2	0	22	0	12	0	6	0	55	0
Ezh2	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0
ENSMUST00000083767	34	87	0	31	0	139	1	8	1	237	1	187	2	68	0	757	5
Pdia4	4	34	19	27	27	48	41	8	12	300	255	141	153	53	64	611	571
Zfp777	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp467	235	4	0	2	0	3	0	0	0	6	1	10	0	3	0	28	1
Rarres2	85	66	18	46	7	12	2	2	0	19	6	33	7	7	2	185	42
Gimap6	1	11	10	167	155	2	5	59	52	89	70	18	14	25	23	371	329
ENSMUST00000155906	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gimap3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem176b	1	96	22	33	8	41	23	38	8	81	20	24	7	7	3	320	91
Igf2bp3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Tra2a	20	20	0	25	1	32	3	11	1	261	3	132	10	49	4	530	22
Dfna5	1	0	0	0	0	5	2	0	0	5	0	7	0	6	0	23	2
Osbpl3	73234	0	0	0	0	2	0	0	0	1	0	4	0	2	0	9	0
Cycs	1	10	2	5	0	49	12	3	1	42	25	294	103	83	22	486	165
4921507P07Rik	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC100045191	11	117	10	191	15	512	62	72	2	1674	114	1716	230	564	69	4846	502
Hoxa5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa3	29461	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Hoxa7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000174115	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hibadh	40	5	2	1	0	8	7	0	1	14	19	18	2	2	3	48	34
Jazf1	158984	1	0	1	0	4	0	0	0	6	1	49	1	18	0	79	2
Tril	32	1	2	0	0	0	0	0	0	2	1	0	0	1	0	4	3
Scrn1	26	11	0	2	0	104	4	1	0	289	6	123	11	87	8	617	29
Nod1	1	0	0	0	0	0	0	0	0	1	2	2	1	0	0	3	3
Ggct	1	2	3	7	4	56	94	0	0	137	309	329	136	84	53	615	599
Crhr2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod6	145	5	0	13	1	66	0	5	0	57	1	4950	24	455	2	5551	28
Pde1c	97	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1
Kbtbd2	740	0	0	8	0	15	0	2	0	21	0	53	1	15	1	114	2
Nt5c3	21926	6	0	3	4	42	7	4	0	73	30	126	2	40	12	294	55
Ppm1k	26	3	3	2	1	29	15	0	0	35	20	132	48	51	14	252	101
Vopp1	1	1	0	0	0	5	3	0	0	2	2	20	3	4	1	32	9
Nap1l5	1	3	0	5	0	468	26	0	0	96	9	219	32	52	2	843	69
Fam13a	18	1	0	6	7	8	10	3	3	7	3	57	10	13	9	95	42
Snca	899	27	2	57	2	2203	134	11	0	487	38	11516	804	3800	146	18101	1126
Hpgds	213	3	1	1	0	3	0	146	2	58	0	15	0	18	0	244	3
ENSMUST00000144594	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	175	0	0	0	0	0	0	1	0	2	0	1	0	0	1	4	1
Il12rb2	36486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000103333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000103337	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000103364	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000103370	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpia	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0
1700011F03Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thnsl2	3	4	1	5	0	0	1	1	0	4	0	4	4	1	5	19	11
Smyd1	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc009cgq.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5a	383	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1
Kdm3a	199	0	0	1	0	2	0	0	0	2	2	13	1	1	2	19	5
Mrpl35	8	43	1	43	1	188	3	10	0	267	3	551	9	258	2	1360	19
Atoh8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Usp39	11884	0	1	0	0	5	0	0	0	5	0	8	1	1	0	19	2
Rnf181	1	42	5	40	6	164	51	11	1	692	191	418	99	194	49	1561	402
Vamp8	34	49	3	113	3	10	0	109	2	147	13	42	1	29	1	499	23
Sh2d6	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmod3	9	3	0	2	1	14	1	5	0	21	10	32	6	9	1	86	19
Tcf7l1	158628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcmf1	84	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Tmsb10	151	0	0	0	0	2	0	0	0	1	0	5	1	0	1	8	2
Dnahc6	1	3	4	0	0	0	0	0	0	2	0	1	1	0	0	6	5
4931417E11Rik	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna2	11	8	5	1	0	7	0	0	0	39	2	14	1	23	2	92	10
Reg3d	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc009clb.1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl19	242	17	0	20	0	130	0	6	0	178	0	438	1	186	0	975	1
Hk2	1	22	16	1	1	0	4	70	34	75	23	30	17	45	12	243	107
Sema4f	85	0	0	0	0	0	0	0	0	5	0	3	1	1	0	9	1
Htra2	2	0	1	1	1	7	0	1	2	2	1	26	18	6	6	43	29
Ino80b	1	15	3	21	2	37	6	10	0	185	33	245	66	62	16	575	126
Wdr54	2	2	0	1	0	37	0	0	0	34	0	122	2	56	1	252	3
Mthfd2	1	5	1	2	0	14	4	0	1	114	12	27	11	11	6	173	35
Tet3	7	0	0	0	0	3	0	1	0	21	4	14	1	4	4	43	9
Dguok	41	8	4	15	4	33	11	15	0	175	46	169	43	40	14	455	122
Actg2	8853	0	0	0	0	0	0	0	0	4	0	0	1	0	0	4	1
ENSMUST00000150233	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex261	4	3	1	0	1	18	11	0	0	15	14	45	36	14	12	95	75
Paip2b	1	2	0	0	0	19	7	0	0	29	8	53	41	22	10	125	66
Cyp26b1	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6b	1	2	0	1	0	5	0	0	0	115	1	64	1	9	0	196	2
Gm5878	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip5	49	0	0	0	0	1	0	1	0	0	0	4	0	2	1	8	1
1700040I03Rik	16	2	0	3	0	0	0	0	0	5	1	7	1	6	3	23	5
Fbxo41	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Cml5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cml2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019G17Rik	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cml1	9	147	21	14	7	8	60	6	0	127	131	43	82	17	30	362	331
Dusp11	1	28	15	61	19	66	28	19	1	333	111	326	79	116	32	949	285
2310040G24Rik	233	2	1	1	0	2	1	1	0	2	1	0	0	5	2	13	5
uc009csb.1	10	0	7	1	1	3	0	0	0	30	11	6	3	1	0	41	22
Pcbp1	219	5	0	2	0	23	0	2	0	58	1	82	1	25	1	197	3
Mxd1	7	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	2
Snrnp27	1	73	36	114	45	331	263	43	22	660	424	1350	1019	575	392	3146	2201
Gmcl1	8	0	0	0	0	2	0	1	0	2	0	4	1	0	1	9	2
Anxa4	4	11	0	21	0	2	0	14	0	39	1	12	0	17	0	116	1
Antxr1	142	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Gkn3	12	22	2	151	8	0	0	1	0	164	4	4	0	32	1	374	15
Arhgap25	36640	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0
Aplf	7	0	0	0	0	1	0	0	0	4	3	3	0	2	2	10	5
Rab43	139	0	0	0	0	0	2	0	0	3	0	0	1	0	0	3	3
Cnbp	24	239	6	354	12	924	53	123	3	2126	63	2915	174	1189	74	7870	385
H1fx	3	0	0	0	0	1	0	0	0	2	0	2	0	0	0	5	0
Rab7	11	10	0	15	1	78	0	10	0	200	4	250	6	65	2	628	13
Sec61a1	1	16	1	27	8	37	3	8	1	206	24	127	14	37	6	458	57
Abtb1	3	4	1	3	1	35	10	4	0	64	3	47	2	24	7	181	24
Podxl2	196	0	0	0	0	5	0	0	0	0	0	7	0	1	0	13	0
Plxna1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1
Chchd6	1	19	0	6	0	218	7	5	1	118	3	890	20	360	3	1616	34
Iqsec1	41	0	0	0	0	4	2	0	0	0	0	7	7	2	3	13	12
Nup210	92741	1	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0
Wnt7a	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd4	30	8	1	8	0	63	5	2	0	56	6	153	45	66	8	356	65
Xpc	15	5	0	3	0	9	0	1	0	13	0	38	3	13	0	82	3
Grip2	11120	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Zfyve20	16	6	0	3	0	9	0	1	0	48	0	34	1	19	0	120	1
Prickle2	125	1	1	3	0	10	3	0	0	8	8	26	41	18	9	66	62
Adamts9	83062	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Magi1	29	0	0	1	0	9	3	0	0	29	2	10	3	10	0	59	8
1700123L14Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130022J15Rik	1	1	1	12	1	3	0	0	0	8	3	8	0	0	1	32	6
Tmf1	1	0	0	0	0	0	0	0	0	4	2	1	1	0	1	5	4
Lmod3	21	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0
Frmd4b	1	0	0	0	0	2	0	3	1	36	19	0	0	0	0	41	20
Gm765	33	0	0	1	0	0	0	0	0	0	0	1	0	0	2	2	2
Foxp1	390916	0	0	4	1	1	0	0	0	3	0	1	2	0	2	9	5
Eif4e3	1	1	1	13	4	17	4	3	1	1	3	11	7	1	1	47	21
Prok2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rybp	10	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1
Shq1	10	0	1	1	0	12	0	2	0	24	4	12	3	9	2	60	10
Pdzrn3	178050	0	0	0	0	0	0	0	0	1	1	3	0	0	0	4	1
Il5ra	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxtr	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Srgap3	1	0	0	0	0	13	2	0	0	9	2	55	13	11	4	88	21
Lhfpl4	14	0	0	0	0	0	0	0	0	1	0	7	2	1	0	9	2
Camk1	5	2	0	0	0	9	0	2	0	19	1	29	0	10	0	71	1
Tada3	110	1	1	3	1	1	0	0	0	7	10	8	7	4	0	24	19
Cidec	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrt3	1	0	0	2	0	3	0	0	0	1	1	31	4	13	1	50	6
Tmem111	59	51	7	46	0	87	0	13	1	498	8	399	8	143	4	1237	28
4931417G12Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghrl	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b2	150641	4	1	1	0	24	2	0	0	9	4	134	7	72	7	244	21
Vgll4	47163	17	0	30	0	5	0	6	0	35	42	13	11	8	8	114	61
Timp4	6	100	15	3	0	5	0	7	0	30	3	51	5	6	2	202	25
2510049J12Rik	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raf1	581	2	0	2	0	2	0	1	0	12	0	19	1	1	0	39	1
Tmem40	1	2	0	0	0	0	0	0	0	10	8	0	0	1	1	13	9
Rpl32	7	437	6	1090	6	1700	40	596	4	3872	41	5531	152	2428	45	15654	294
BC060267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd4	1	7	0	0	1	7	2	0	0	14	2	22	45	8	4	58	54
Plxnd1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc1	6	4	0	3	0	1	0	1	1	117	20	10	0	8	0	144	21
Alox5	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1
Zfp422	17	4	0	12	0	16	0	2	0	39	0	41	2	21	0	135	2
Rassf4	1	11	0	0	1	11	0	8	2	67	6	1	0	7	0	105	9
Tmem72	222	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Fxyd4	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csgalnact2	20	0	0	1	0	0	0	0	0	2	3	4	1	0	0	7	4
Ret	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bms1	1	3	1	3	1	9	0	3	0	23	0	54	1	20	2	115	5
Ankrd26	6	7	2	3	0	41	0	3	0	115	7	44	5	37	2	250	16
Cacna1c	87828	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0
Lrtm2	112	2	0	0	0	0	0	0	0	1	1	0	1	0	1	3	3
Adipor2	144	12	0	9	0	5	0	0	0	256	8	7	0	4	0	293	8
Wnt5b	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erc1	3	0	0	0	0	3	2	0	0	2	0	6	5	0	0	11	7
Wnk1	504	1	0	2	0	1	1	0	1	16	12	3	1	3	0	26	15
B4galnt3	52154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc77	6940	0	1	2	0	4	1	0	0	26	3	8	12	9	1	49	18
ENSMUST00000100995	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Atp6v1e1	2	99	48	123	45	1359	1083	44	24	1374	830	3950	3038	1940	1308	8889	6376
Bid	2	0	0	0	0	10	1	0	0	3	1	20	1	4	2	37	5
LOC100505050	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Mical3	20838	0	0	0	0	8	1	0	0	0	13	21	9	16	1	45	24
Iqsec3	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	2
Phc1	277	4	0	7	0	4	0	1	1	23	4	114	1	30	0	183	6
Rimklb	13643	5	0	1	0	4	0	0	0	1	0	4	2	0	0	15	2
Apobec1	1	0	0	1	0	1	2	17	1	9	0	2	0	4	0	34	3
Slc2a3	3	1	0	2	0	48	9	0	0	10	2	111	7	49	12	221	30
ENSMUST00000112575	225	4	0	0	0	2	0	1	0	10	0	24	0	6	0	47	0
C3ar1	6	0	1	0	0	0	0	29	20	16	12	3	0	4	1	52	34
Clec4e	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1700013D24Rik	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex5	7	0	0	2	0	4	2	0	0	2	1	17	3	3	1	28	7
Clstn3	9	1	0	2	0	92	2	1	0	18	1	120	4	64	0	298	7
C1s	94623	1	0	6	0	0	0	0	0	2	0	1	0	1	0	11	0
Emg1	56	24	17	46	32	125	47	19	17	233	77	349	186	139	57	935	433
ENSMUST00000143765	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn6	5455	0	0	1	0	0	0	41	0	13	1	6	0	6	0	67	1
Grcc10	4	333	5	367	2	1530	20	128	1	1736	10	6384	151	2389	40	12867	229
Atn1	332	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	0
Eno2	7	3	1	6	5	206	71	0	0	66	23	703	306	252	103	1236	509
Lrrc23	34	15	5	0	0	3	0	0	0	3	0	9	0	0	0	30	5
Tpi1	1114	357	0	279	0	2986	0	63	0	1570	0	8402	3	3691	1	17348	4
Usp5	11373	0	0	0	0	6	1	0	0	21	2	45	6	12	2	84	11
Gnb3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leprel2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr162	1	0	0	0	0	2	0	0	0	0	0	1	2	1	1	4	3
Cd4	17659	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Lag3	65	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
Ptms	173	0	0	0	0	3	1	0	0	1	1	21	2	1	4	26	8
Cops7a	124	1	5	3	1	28	18	3	0	25	14	74	33	29	3	163	74
LOC100505181	256	53	3	10	0	284	11	6	0	296	16	2384	40	121	34	3154	104
Ncapd2	1	0	0	2	0	2	1	0	0	2	0	10	2	1	0	17	3
Tapbpl	31	0	0	9	1	0	1	0	0	6	0	3	2	0	2	18	6
Cd27	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Tuba3b	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbr	117	1	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0
Plekhg6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd9	2	556	48	223	29	37	9	69	6	5785	1057	423	46	222	36	7315	1231
Ntf3	1757	0	0	5	0	1	1	1	0	0	0	0	0	1	0	8	1
Kcna5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna6	1	0	0	0	0	6	0	0	0	37	5	4	0	4	0	51	5
Ndufa9	2	67	0	67	2	581	4	24	0	630	7	1536	12	584	7	3489	32
Dyrk4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
9630033F20Rik	6	0	0	2	0	21	1	0	0	17	0	61	1	25	0	126	2
Ccnd2	14	41	8	80	11	65	22	13	2	90	12	293	173	100	28	682	256
Prmt8	348	0	0	0	0	3	0	0	0	1	0	8	0	4	0	16	0
uc009dxr.1	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
uc009dxz.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan9	108446	0	0	1	0	0	0	0	0	7	0	3	1	0	0	11	1
uc012esz.1	1	0	0	0	0	1	0	0	0	0	0	16	10	5	1	22	11
Tead4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tulp3	1	1	1	0	0	0	0	0	0	4	2	1	2	0	0	6	5
ENSMUST00000112152	2	0	0	0	1	1	0	0	0	3	2	14	12	1	0	19	15
Fkbp4	1	10	2	4	1	66	16	2	1	81	28	69	43	24	9	256	100
Pzp	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC048546	1	1	0	10	0	53	18	2	5	33	14	476	107	622	214	1197	358
Klrb1a	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930431A04Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1c	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC035044	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	3	1
Gm15987	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2e	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc009efg.1	16	0	0	0	0	0	0	2	2	0	0	0	0	1	0	3	2
uc009efh.1	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2310001H17Rik	397	0	0	5	1	0	0	3	2	1	0	0	0	1	1	10	4
Cd69	53	0	0	5	0	0	0	0	0	1	0	0	0	0	0	6	0
4922502D21Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec12b	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec1a	27	0	0	32	5	0	1	1	0	2	2	3	0	0	0	38	8
Olr1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrk1	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Styk1	1	1	0	0	0	3	0	0	0	0	0	22	1	2	0	28	1
Csda	69	0	0	0	0	0	0	0	0	3	0	2	0	0	0	5	0
Lrp6	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Mansc1	4	1	2	2	0	0	0	0	0	1	0	1	0	2	1	7	3
Dusp16	109	0	0	3	0	0	0	1	0	0	1	0	0	0	0	4	1
Gpr19	9991	35	3	6	0	38	0	4	0	118	10	141	2	74	0	416	15
Hebp1	1	1	0	0	0	0	0	0	0	13	5	7	6	2	2	23	13
